value_2010,value_2024,absolute_change_2010_2024,percent_change_2010_2024,CAGR_2010_2024,min_value,min_value_year,max_value,max_value_year,min_year,max_year
130091252319.0,102451366263.0,-27639886056.0,-21.246536998678085,-1.6915859388715315,98394425742.0,2015,133397946551.0,2011,2015,2011
